Date,Open,High,Low,Close,Adj Close,Volume
2014-03-21,136.050003,137.240005,134.470001,134.710007,129.658997,904300
2014-03-24,135.009995,135.289993,133.619995,134.220001,129.187378,423900
2014-03-25,135.080002,135.940002,133.509995,134.820007,129.764862,534400
2014-03-26,135.389999,136.089996,133.169998,133.190002,128.195938,534600
2014-03-27,133.089996,133.309998,132.149994,132.479996,127.512611,340600
2014-03-28,132.470001,134.339996,132.470001,132.779999,127.801331,385700
2014-03-31,133.360001,134.020004,132.869995,133.509995,128.503998,462900
2014-04-01,134.190002,134.679993,133.050003,134.589996,129.543518,525000
2014-04-02,134.990005,136.729996,134.740005,136.500000,131.381866,413400
2014-04-03,136.979996,137.259995,136.240005,136.869995,131.737991,263200
2014-04-04,137.410004,137.740005,134.710007,134.990005,129.928528,285300
2014-04-07,134.570007,134.759995,132.639999,132.809998,127.830215,437100
2014-04-08,132.369995,134.160004,132.190002,133.429993,128.426987,578200
2014-04-09,133.710007,134.600006,132.940002,133.949997,129.121033,446700
2014-04-10,133.929993,134.350006,131.080002,131.149994,126.421997,303200
2014-04-11,130.729996,131.720001,129.809998,130.169998,125.477333,408000
2014-04-14,130.830002,131.160004,128.259995,129.539993,124.870026,607400
2014-04-15,129.500000,129.500000,126.750000,128.990005,124.339859,1045700
2014-04-16,130.199997,131.039993,129.490005,131.020004,126.296638,831400
2014-04-17,130.740005,132.309998,130.259995,130.339996,125.641159,689600
2014-04-21,130.669998,132.039993,130.110001,131.380005,126.643684,384300
2014-04-22,131.389999,132.470001,130.899994,131.960007,127.202782,357500
2014-04-23,131.960007,132.710007,131.580002,131.710007,126.961792,429600
2014-04-24,132.309998,132.330002,131.059998,131.710007,126.961792,385600
2014-04-25,131.679993,131.679993,129.000000,129.300003,124.638710,548900
2014-04-28,138.149994,139.940002,135.889999,137.720001,132.755127,1294200
2014-04-29,138.190002,139.000000,136.850006,138.039993,133.063583,680400
2014-04-30,138.039993,139.039993,136.940002,138.949997,133.940765,561400
2014-05-01,138.910004,139.589996,137.539993,138.100006,133.121429,553100
2014-05-02,137.740005,138.690002,137.559998,137.940002,132.967209,665800
2014-05-05,137.440002,138.429993,136.449997,137.960007,132.986450,368500
2014-05-06,137.830002,138.339996,137.100006,137.149994,132.205673,435200
2014-05-07,137.550003,139.160004,137.250000,138.929993,133.921478,396500
2014-05-08,139.750000,141.429993,139.419998,140.649994,135.579529,676400
2014-05-09,140.339996,140.550003,138.000000,139.179993,134.162476,386100
2014-05-12,140.490005,141.570007,139.699997,141.350006,136.254272,246500
2014-05-13,141.080002,141.720001,140.899994,141.080002,135.993988,271600
2014-05-14,141.240005,141.410004,139.770004,139.960007,134.914368,205100
2014-05-15,139.580002,139.830002,137.490005,138.710007,133.709442,363300
2014-05-16,138.710007,139.539993,137.529999,139.429993,134.403473,337700
2014-05-19,138.970001,140.169998,138.589996,139.850006,134.808365,328300
2014-05-20,139.490005,139.699997,137.839996,138.330002,133.343155,418400
2014-05-21,138.770004,140.179993,138.600006,140.119995,135.068588,283400
2014-05-22,140.460007,141.350006,139.809998,140.690002,135.618057,267100
2014-05-23,140.619995,141.720001,140.220001,141.660004,136.553101,313500
2014-05-27,142.000000,142.809998,142.000000,142.199997,137.073669,356700
2014-05-28,142.500000,143.070007,141.009995,141.080002,135.993988,570500
2014-05-29,141.410004,141.770004,140.899994,141.309998,136.215698,423700
2014-05-30,141.020004,141.789993,140.869995,141.679993,136.572388,265500
2014-06-02,141.539993,141.960007,140.259995,141.770004,136.659119,231000
2014-06-03,141.289993,141.789993,140.759995,141.449997,136.350693,229900
2014-06-04,141.320007,141.320007,140.660004,140.850006,135.772354,239200
2014-06-05,140.889999,143.509995,140.639999,143.399994,138.230377,359700
2014-06-06,142.699997,144.740005,142.490005,144.710007,139.493134,360600
2014-06-09,144.630005,146.839996,144.570007,146.570007,141.286102,589200
2014-06-10,146.130005,147.070007,145.639999,146.509995,141.228226,409900
2014-06-11,145.490005,145.750000,144.699997,145.639999,140.389633,316400
2014-06-12,145.639999,146.020004,144.910004,145.589996,140.341400,513500
2014-06-13,145.589996,146.330002,145.130005,146.169998,140.900497,431000
2014-06-16,146.070007,146.860001,145.929993,146.160004,140.890854,560300
2014-06-17,145.809998,146.830002,145.720001,146.589996,141.305344,367000
2014-06-18,146.869995,147.179993,145.639999,147.039993,141.739166,360800
2014-06-19,150.449997,151.449997,146.460007,147.419998,142.105469,299800
2014-06-20,148.070007,149.000000,146.830002,148.940002,143.570648,695200
2014-06-23,148.710007,149.119995,147.449997,147.610001,142.288651,398500
2014-06-24,147.080002,148.759995,146.259995,146.449997,141.170410,311200
2014-06-25,146.490005,147.059998,145.899994,146.419998,141.141479,271200
2014-06-26,146.710007,146.830002,145.210007,145.979996,140.717346,188000
2014-06-27,145.820007,147.320007,145.820007,147.279999,141.970490,981300
2014-06-30,146.979996,147.179993,145.869995,146.009995,140.746277,527700
2014-07-01,146.039993,146.740005,145.000000,146.389999,141.112610,420800
2014-07-02,145.970001,146.649994,145.479996,145.600006,140.351074,414400
2014-07-03,145.970001,146.929993,145.679993,146.429993,141.151108,298200
2014-07-07,146.479996,146.520004,145.350006,145.750000,140.495636,323500
2014-07-08,145.869995,146.259995,144.600006,145.259995,140.023346,338100
2014-07-09,145.160004,145.919998,144.360001,145.259995,140.216385,270300
2014-07-10,144.179993,144.860001,143.720001,143.979996,138.980804,252800
2014-07-11,143.910004,144.809998,143.039993,144.699997,139.675827,209800
2014-07-14,145.250000,145.899994,144.820007,144.979996,139.946075,426200
2014-07-15,144.809998,145.690002,143.979996,144.690002,139.666183,563800
2014-07-16,145.139999,145.389999,143.740005,144.580002,139.559998,299900
2014-07-17,143.350006,144.000000,142.320007,142.500000,137.552185,803000
2014-07-18,142.929993,143.720001,142.000000,143.039993,138.073441,741300
2014-07-21,142.869995,143.740005,142.490005,143.320007,138.343735,246600
2014-07-22,144.240005,144.460007,143.899994,144.110001,139.106277,268000
2014-07-23,144.050003,144.160004,142.759995,143.100006,138.131363,199700
2014-07-24,143.309998,143.649994,142.710007,142.960007,137.996246,286800
2014-07-25,142.850006,143.259995,142.199997,142.759995,137.803162,370600
2014-07-28,142.850006,148.440002,142.529999,148.259995,143.112213,1179000
2014-07-29,150.779999,150.779999,146.710007,146.899994,141.799438,585700
2014-07-30,147.149994,147.710007,145.470001,147.570007,142.446136,490400
2014-07-31,146.139999,146.690002,144.000000,144.070007,139.067688,630400
2014-08-01,143.440002,144.070007,142.419998,143.470001,138.488541,412300
2014-08-04,143.509995,145.500000,143.210007,145.320007,140.274277,346800
2014-08-05,144.369995,146.139999,143.559998,144.089996,139.086945,388500
2014-08-06,143.050003,144.020004,142.529999,143.389999,138.411285,324300
2014-08-07,144.289993,145.830002,143.949997,144.399994,139.386230,484100
2014-08-08,145.000000,147.410004,144.660004,147.360001,142.243423,432100
2014-08-11,147.559998,147.940002,146.460007,146.750000,141.654663,243900
2014-08-12,146.320007,148.059998,145.770004,146.229996,141.152679,241900
2014-08-13,146.529999,147.660004,146.309998,147.460007,142.339981,207600
2014-08-14,147.479996,148.160004,147.160004,148.119995,142.977066,176000
2014-08-15,148.389999,148.559998,145.919998,147.389999,142.272400,265500
2014-08-18,148.669998,150.220001,148.509995,150.039993,144.830414,264900
2014-08-19,150.000000,150.539993,149.330002,150.490005,145.264786,244900
2014-08-20,150.619995,151.740005,150.089996,150.929993,145.689514,313700
2014-08-21,150.759995,151.059998,150.000000,150.729996,145.496414,187500
2014-08-22,150.229996,150.839996,149.630005,150.369995,145.148956,222200
2014-08-25,151.240005,151.380005,150.330002,151.210007,145.959808,165000
2014-08-26,151.339996,151.690002,150.750000,150.830002,145.592987,241400
2014-08-27,151.179993,151.660004,149.990005,150.800003,145.564041,221500
2014-08-28,150.630005,150.630005,149.809998,150.380005,145.158630,161300
2014-08-29,150.580002,151.139999,149.860001,150.559998,145.332352,223000
2014-09-02,150.949997,151.500000,149.690002,150.229996,145.013809,277700
2014-09-03,150.690002,151.190002,149.300003,149.610001,144.415344,211600
2014-09-04,149.619995,150.149994,148.309998,148.830002,143.662415,347600
2014-09-05,148.820007,149.779999,148.190002,149.570007,144.376724,367800
2014-09-08,149.669998,149.800003,149.020004,149.130005,143.952042,292100
2014-09-09,149.300003,149.300003,147.710007,148.199997,143.054291,192000
2014-09-10,147.889999,148.490005,147.199997,148.149994,143.006012,204400
2014-09-11,147.419998,147.869995,147.020004,147.660004,142.533051,343900
2014-09-12,147.470001,147.800003,146.740005,147.130005,142.021454,256100
2014-09-15,146.899994,147.460007,146.289993,147.050003,141.944199,292000
2014-09-16,147.110001,148.460007,146.770004,147.880005,142.745346,213100
2014-09-17,148.309998,150.600006,147.979996,149.630005,144.434586,387300
2014-09-18,149.979996,150.449997,149.520004,150.229996,145.013809,243100
2014-09-19,151.279999,151.380005,149.500000,149.539993,144.347702,434600
2014-09-22,149.050003,149.050003,147.270004,147.559998,142.436508,299400
2014-09-23,147.460007,147.770004,146.740005,146.919998,141.818710,210900
2014-09-24,146.910004,148.169998,146.500000,147.990005,142.851593,264100
2014-09-25,147.300003,147.309998,145.550003,145.559998,140.505951,294400
2014-09-26,145.479996,147.809998,144.800003,147.380005,142.262756,277800
2014-09-29,145.419998,147.460007,145.419998,147.020004,141.915237,295800
2014-09-30,146.869995,147.570007,145.660004,146.289993,141.210632,447400
2014-10-01,146.279999,146.279999,144.740005,145.350006,140.303238,451900
2014-10-02,145.460007,145.830002,143.520004,144.830002,139.801285,442200
2014-10-03,145.630005,146.759995,145.089996,146.589996,141.500198,288200
2014-10-06,147.570007,147.960007,146.240005,146.800003,141.702896,314400
2014-10-07,144.919998,146.070007,143.509995,143.570007,138.585052,316200
2014-10-08,143.240005,147.259995,142.600006,147.119995,142.209915,496400
2014-10-09,147.000000,147.000000,143.250000,143.250000,138.469086,325200
2014-10-10,143.550003,143.820007,141.740005,141.800003,137.067429,413900
2014-10-13,142.119995,142.690002,138.449997,138.630005,134.003235,414300
2014-10-14,139.509995,142.809998,139.070007,141.639999,136.912796,614400
2014-10-15,139.759995,141.229996,137.339996,140.500000,135.810806,507900
2014-10-16,138.869995,141.750000,137.550003,141.110001,136.400482,530900
2014-10-17,142.399994,145.250000,142.399994,144.470001,139.648300,423300
2014-10-20,143.979996,145.110001,142.800003,144.669998,139.841660,439200
2014-10-21,145.789993,148.720001,145.589996,148.690002,143.727493,434500
2014-10-22,148.559998,149.710007,146.539993,146.630005,141.736206,579800
2014-10-23,148.660004,150.899994,148.660004,150.529999,145.506073,462400
2014-10-24,150.529999,151.580002,149.320007,151.179993,146.134354,582000
2014-10-27,152.000000,153.179993,149.320007,150.940002,145.902405,565100
2014-10-28,151.220001,154.419998,151.220001,154.419998,149.266251,489300
2014-10-29,154.350006,154.960007,153.300003,154.160004,149.014923,732600
2014-10-30,153.679993,155.339996,153.449997,154.830002,149.662537,434900
2014-10-31,156.919998,159.190002,156.550003,158.300003,153.016800,765100
2014-11-03,158.199997,159.740005,157.429993,158.610001,153.316406,524500
2014-11-04,158.649994,159.190002,157.210007,157.539993,152.282135,439000
2014-11-05,155.779999,158.050003,155.259995,157.059998,151.818146,453900
2014-11-06,157.000000,158.309998,156.440002,158.229996,152.949066,511400
2014-11-07,158.100006,158.839996,157.460007,158.259995,152.978073,356700
2014-11-10,158.179993,158.779999,157.529999,158.529999,153.239090,304200
2014-11-11,158.369995,158.990005,156.970001,157.419998,152.166138,307900
2014-11-12,156.539993,157.419998,156.229996,156.759995,151.528137,332400
2014-11-13,156.759995,158.199997,156.369995,156.740005,151.508835,283400
2014-11-14,156.479996,157.940002,156.220001,157.250000,152.001801,318900
2014-11-17,156.770004,157.529999,156.250000,156.399994,151.180191,398100
2014-11-18,156.570007,158.070007,156.130005,156.279999,151.064163,386500
2014-11-19,155.929993,156.800003,155.089996,156.690002,151.460526,274200
2014-11-20,156.309998,157.600006,155.220001,157.210007,151.963135,208200
2014-11-21,158.399994,159.619995,157.800003,158.220001,152.939438,291200
2014-11-24,158.429993,159.119995,157.509995,158.600006,153.306747,175700
2014-11-25,159.110001,160.600006,158.750000,160.479996,155.123993,344700
2014-11-26,160.190002,160.240005,158.190002,159.529999,154.205719,241300
2014-11-28,159.669998,159.669998,157.449997,157.820007,152.552811,233500
2014-12-01,157.059998,157.410004,155.250000,155.789993,150.590530,346300
2014-12-02,156.190002,157.369995,155.570007,156.979996,151.740814,349900
2014-12-03,157.179993,159.759995,157.119995,159.649994,154.321671,391700
2014-12-04,159.259995,160.089996,158.070007,158.789993,153.490417,188800
2014-12-05,158.789993,159.160004,157.750000,158.119995,152.842758,206800
2014-12-08,157.990005,158.869995,154.399994,155.389999,150.203857,397500
2014-12-09,153.899994,156.169998,153.850006,156.070007,150.861160,390100
2014-12-10,155.860001,155.860001,152.470001,153.059998,147.951660,316400
2014-12-11,153.440002,155.130005,152.710007,153.029999,147.922623,225000
2014-12-12,151.550003,153.020004,149.860001,149.889999,144.887436,296400
2014-12-15,151.009995,151.729996,149.179993,150.800003,145.767075,442100
2014-12-16,151.000000,153.660004,150.830002,150.929993,145.892731,371600
2014-12-17,150.929993,152.460007,148.149994,151.949997,146.878723,720100
2014-12-18,154.229996,157.639999,153.669998,157.589996,152.330444,493200
2014-12-19,158.589996,159.380005,156.320007,156.399994,151.180191,930000
2014-12-22,156.009995,157.990005,156.009995,157.919998,152.649445,257800
2014-12-23,158.399994,159.910004,157.820007,159.539993,154.215363,300500
2014-12-24,159.639999,160.410004,159.429993,159.750000,154.418350,97600
2014-12-26,160.059998,160.880005,159.580002,159.809998,154.476379,131200
2014-12-29,159.309998,160.229996,158.729996,159.619995,154.292725,181600
2014-12-30,159.399994,159.410004,158.139999,158.309998,153.026443,148700
2014-12-31,158.800003,159.589996,156.259995,156.350006,151.131851,216800
2015-01-02,156.660004,157.309998,154.320007,156.619995,151.392776,254600
2015-01-05,155.330002,155.550003,151.750000,152.029999,146.956070,449600
2015-01-06,152.149994,152.369995,148.660004,149.910004,144.906784,422500
2015-01-07,151.250000,151.770004,149.960007,151.190002,146.388168,421100
2015-01-08,152.009995,153.139999,150.960007,152.210007,147.375763,625200
2015-01-09,152.589996,153.210007,150.940002,151.369995,146.562454,303700
2015-01-12,151.960007,152.660004,148.910004,149.169998,144.432343,425600
2015-01-13,150.449997,151.789993,147.070007,148.830002,144.103149,400600
2015-01-14,146.869995,148.350006,146.210007,148.039993,143.338226,478300
2015-01-15,147.729996,148.479996,145.380005,145.880005,141.246796,732000
2015-01-16,145.300003,145.940002,144.619995,145.750000,141.120956,776300
2015-01-20,147.089996,147.279999,145.339996,146.039993,141.401749,619800
2015-01-21,145.429993,147.740005,145.429993,147.550003,142.863785,376100
2015-01-22,149.009995,150.470001,147.089996,150.229996,145.458649,428200
2015-01-23,149.919998,151.259995,149.509995,149.699997,144.945511,621000
2015-01-26,157.759995,161.850006,153.729996,155.699997,150.754944,779400
2015-01-27,153.889999,157.809998,153.229996,157.179993,152.187897,721800
2015-01-28,158.419998,158.419998,153.949997,154.559998,149.651138,488700
2015-01-29,154.190002,156.710007,154.039993,156.429993,151.461746,598800
2015-01-30,154.860001,155.869995,153.899994,154.339996,149.438126,503800
2015-02-02,154.789993,157.339996,153.990005,157.300003,152.304123,503800
2015-02-03,157.039993,159.720001,157.039993,159.660004,154.589172,568100
2015-02-04,158.899994,159.649994,157.690002,158.119995,153.098099,422700
2015-02-05,158.119995,162.529999,157.880005,162.110001,156.961349,669100
2015-02-06,162.800003,162.990005,160.600006,161.119995,156.002792,343900
2015-02-09,160.639999,162.990005,160.639999,161.899994,156.758026,459200
2015-02-10,163.050003,163.470001,162.289993,163.380005,158.191010,390500
2015-02-11,163.419998,164.220001,162.820007,163.380005,158.191010,316600
2015-02-12,163.839996,165.130005,163.520004,165.070007,159.827377,394300
2015-02-13,166.279999,167.479996,165.490005,166.229996,160.950500,518500
2015-02-17,165.589996,168.300003,165.300003,167.820007,162.490021,586300
2015-02-18,167.910004,168.610001,167.509995,168.169998,162.828888,321900
2015-02-19,167.110001,168.029999,166.960007,167.399994,162.083328,291600
2015-02-20,167.179993,168.639999,165.460007,168.300003,162.954788,268800
2015-02-23,168.210007,168.880005,167.720001,168.410004,163.061264,368200
2015-02-24,168.029999,168.110001,166.889999,167.869995,162.538406,237600
2015-02-25,167.699997,168.320007,167.160004,168.029999,162.693359,411700
2015-02-26,168.399994,169.330002,167.710007,168.570007,163.216171,304900
2015-02-27,168.410004,169.639999,167.490005,167.570007,162.247971,348400
2015-03-02,167.570007,168.690002,167.000000,168.550003,163.196823,307000
2015-03-03,167.639999,168.710007,166.860001,167.350006,162.034927,362000
2015-03-04,166.869995,167.020004,165.250000,166.789993,161.492706,359900
2015-03-05,166.899994,168.800003,166.289993,168.610001,163.254929,332800
2015-03-06,167.139999,167.910004,165.500000,166.009995,160.737518,351500
2015-03-09,165.839996,168.529999,165.660004,168.100006,162.761063,460100
2015-03-10,166.580002,167.710007,165.610001,165.610001,160.350174,320400
2015-03-11,165.610001,166.520004,165.070007,165.970001,160.698730,410700
2015-03-12,166.000000,168.839996,165.820007,168.600006,163.245270,300700
2015-03-13,168.240005,168.539993,165.919998,166.919998,161.618576,243400
2015-03-16,168.139999,170.440002,167.949997,170.380005,164.968704,297700
2015-03-17,168.750000,169.759995,167.289993,168.779999,163.419464,346900
2015-03-18,168.369995,171.589996,166.320007,171.009995,165.578705,417200
2015-03-19,170.429993,170.429993,168.160004,169.169998,163.797119,302500
2015-03-20,169.770004,171.860001,168.479996,171.429993,165.985352,592100
2015-03-23,171.740005,172.169998,170.800003,171.500000,166.053116,351300
2015-03-24,170.860001,172.240005,170.529999,171.809998,166.353287,316600
2015-03-25,171.940002,172.720001,170.649994,170.649994,165.230118,514500
2015-03-26,170.470001,170.910004,169.809998,170.479996,165.065536,389200
2015-03-27,169.770004,172.110001,169.440002,171.410004,165.966003,441700
2015-03-30,172.320007,174.190002,171.750000,174.020004,168.493073,245800
2015-03-31,173.009995,173.600006,171.669998,172.000000,166.537292,446200
2015-04-01,171.410004,171.410004,168.919998,169.770004,164.378113,582400
2015-04-02,169.850006,172.649994,169.350006,171.380005,165.936951,405300
2015-04-06,170.750000,172.910004,170.429993,172.130005,166.663132,385500
2015-04-07,171.889999,172.839996,170.800003,170.949997,165.520569,277500
2015-04-08,170.910004,172.059998,169.500000,169.779999,164.628540,722600
2015-04-09,169.690002,170.690002,168.820007,170.490005,165.317001,561600
2015-04-10,171.289993,171.449997,169.839996,170.309998,165.142441,312300
2015-04-13,170.610001,170.610001,168.929993,169.130005,163.998230,370000
2015-04-14,168.570007,169.779999,167.740005,169.619995,164.473373,244800
2015-04-15,170.410004,171.559998,169.339996,171.220001,166.024811,344100
2015-04-16,170.619995,171.440002,169.210007,170.649994,165.472107,276400
2015-04-17,169.529999,169.529999,166.009995,167.080002,162.010406,405500
2015-04-20,167.779999,169.580002,167.100006,169.089996,163.959442,369600
2015-04-21,169.270004,169.639999,168.039993,168.240005,163.135254,536100
2015-04-22,168.229996,169.029999,165.949997,168.929993,163.804291,594000
2015-04-23,168.289993,170.820007,167.440002,170.050003,164.890305,553500
2015-04-24,169.940002,170.699997,168.009995,169.919998,164.764252,659600
2015-04-27,174.520004,176.410004,172.039993,172.550003,167.314453,693800
2015-04-28,170.300003,172.940002,169.509995,172.929993,167.682938,580400
2015-04-29,171.759995,172.869995,169.279999,171.149994,165.956955,432800
2015-04-30,170.410004,170.649994,167.880005,168.169998,163.067352,676800
2015-05-01,168.529999,170.139999,167.720001,169.509995,164.366669,478300
2015-05-04,169.570007,171.080002,168.770004,170.399994,165.229721,393700
2015-05-05,169.649994,170.850006,168.179993,168.240005,163.135254,323300
2015-05-06,169.130005,169.490005,166.850006,168.320007,163.212830,506200
2015-05-07,167.589996,169.160004,166.770004,168.880005,163.755814,379600
2015-05-08,170.759995,172.770004,169.919998,172.339996,167.110855,561400
2015-05-11,171.580002,172.479996,171.080002,171.119995,165.927826,422000
2015-05-12,170.360001,172.649994,169.869995,172.429993,167.198074,401300
2015-05-13,173.210007,174.929993,171.610001,174.169998,168.885300,441600
2015-05-14,175.320007,176.619995,174.600006,176.350006,170.999191,442700
2015-05-15,176.009995,176.990005,175.059998,176.080002,170.737381,676000
2015-05-18,175.399994,176.539993,174.919998,176.210007,170.863419,282100
2015-05-19,176.449997,176.720001,175.399994,176.610001,171.251236,256400
2015-05-20,176.570007,177.399994,175.580002,176.889999,171.522781,263200
2015-05-21,177.009995,177.639999,176.020004,177.199997,171.823380,278800
2015-05-22,177.270004,177.720001,176.600006,177.149994,171.774887,267600
2015-05-26,176.479996,177.070007,174.970001,175.710007,170.378555,290800
2015-05-27,176.690002,178.000000,176.059998,177.690002,172.298492,251200
2015-05-28,177.500000,177.639999,176.009995,177.179993,171.803955,224900
2015-05-29,176.589996,176.589996,174.369995,174.960007,169.651306,314700
2015-06-01,175.580002,175.580002,173.460007,174.910004,169.602859,286400
2015-06-02,174.580002,176.789993,173.979996,175.729996,170.397980,214500
2015-06-03,176.229996,176.929993,175.240005,176.419998,171.067032,180100
2015-06-04,175.830002,175.830002,174.020004,174.330002,169.040451,260600
2015-06-05,174.160004,175.169998,173.009995,175.070007,169.758011,232700
2015-06-08,174.550003,176.610001,174.160004,174.500000,169.205307,188100
2015-06-09,175.080002,175.740005,174.270004,175.070007,169.758011,202600
2015-06-10,175.789993,177.369995,175.779999,177.039993,171.668198,199900
2015-06-11,177.220001,178.330002,176.929993,177.710007,172.317902,265600
2015-06-12,177.149994,177.229996,175.389999,175.839996,170.504654,189500
2015-06-15,174.089996,174.270004,172.360001,173.970001,168.691376,270900
2015-06-16,174.059998,174.940002,173.490005,174.080002,168.798050,234900
2015-06-17,174.339996,175.229996,173.339996,174.440002,169.147110,211300
2015-06-18,174.830002,177.389999,174.610001,177.009995,171.639160,376300
2015-06-19,176.899994,177.250000,176.050003,176.149994,170.805237,830900
2015-06-22,177.550003,178.919998,177.360001,177.789993,172.395447,238100
2015-06-23,177.809998,178.679993,176.570007,176.910004,171.542191,330000
2015-06-24,176.369995,177.350006,175.389999,175.690002,170.359177,297400
2015-06-25,175.949997,176.589996,174.910004,175.089996,169.777344,226300
2015-06-26,175.729996,176.860001,175.190002,175.979996,170.640411,329500
2015-06-29,174.729996,175.889999,172.350006,172.570007,167.333862,349700
2015-06-30,174.610001,175.139999,172.139999,172.460007,167.227203,496800
2015-07-01,173.970001,174.270004,172.660004,174.020004,168.739838,320400
2015-07-02,174.710007,174.889999,173.600006,174.589996,169.292587,461800
2015-07-06,172.880005,174.729996,172.199997,173.570007,168.303543,305000
2015-07-07,174.000000,175.080002,171.639999,175.020004,169.709549,458000
2015-07-08,174.039993,174.360001,170.679993,171.320007,166.359451,360700
2015-07-09,173.470001,174.369995,171.300003,171.559998,166.592438,341700
2015-07-10,173.860001,173.940002,171.690002,172.350006,167.359604,456300
2015-07-13,174.190002,176.289993,173.820007,175.949997,170.855392,449400
2015-07-14,176.199997,177.009995,175.410004,176.809998,171.690460,262800
2015-07-15,176.809998,177.229996,175.580002,175.899994,170.806808,269000
2015-07-16,177.250000,177.970001,176.470001,177.080002,171.952652,178400
2015-07-17,177.160004,177.270004,176.350006,176.960007,171.836136,207200
2015-07-20,176.889999,177.820007,176.520004,176.990005,171.865265,199200
2015-07-21,176.479996,176.889999,174.740005,174.970001,169.903702,363200
2015-07-22,174.570007,176.210007,174.220001,175.000000,169.932861,326400
2015-07-23,174.779999,176.160004,173.630005,173.809998,168.777344,384900
2015-07-24,173.470001,174.240005,171.460007,172.110001,167.126541,442500
2015-07-27,161.970001,165.059998,158.210007,164.250000,159.494141,1700300
2015-07-28,164.380005,164.970001,162.529999,164.250000,159.494141,1080100
2015-07-29,164.179993,167.050003,163.800003,166.770004,161.941147,427500
2015-07-30,165.990005,167.630005,165.389999,167.070007,162.232483,271400
2015-07-31,167.889999,168.020004,166.460007,167.270004,162.426712,427300
